Identifier,Action,Action Description,Additional Text,CIC Rep,To,Image URL,Time,profile_url
HQ_,added,690,Seizor,Rep,riverofethereum,,1 month ago,https://seize.io/HQ_
Jisorder,changed,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/8137c068-cdc7-4c46-8fce-9b46347a3042.webp?d=1704820623414,1 month ago,https://seize.io/Jisorder
Jisorder,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/8137c068-cdc7-4c46-8fce-9b46347a3042.webp?d=1704820623414,1 month ago,https://seize.io/Jisorder
Jisorder,added,Banner 1,,,,,1 month ago,https://seize.io/Jisorder
Jisorder,added,Banner 2,,,,,1 month ago,https://seize.io/Jisorder
Jisorder,created,handle,Jisorder,,,,1 month ago,https://seize.io/Jisorder
Jisorder,added,primary wallet,,,,,1 month ago,https://seize.io/Jisorder
Jisorder,added,classification,Government Name,,,,1 month ago,https://seize.io/Jisorder
HQ_,added,690,SGT PEPE,Rep,arsonic,,1 month ago,https://seize.io/HQ_
HQ_,added,69,Complainooor in Chief,Rep,blocknoob,,1 month ago,https://seize.io/HQ_
cmplx,added,50,Rockstar,Rep,ErikX,,1 month ago,https://seize.io/cmplx
cmplx,added,50,,CIC,ErikX,,1 month ago,https://seize.io/cmplx
lotsofreasons,removed,social media account,,,,,1 month ago,https://seize.io/lotsofreasons
NachoWeb3,added,"1,069",Meme Maxi,Rep,Rakesh,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"4,269",Creative Genius,Rep,Rakesh,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,690,Good Dude,Rep,pandelic,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,690,Musician,Rep,pandelic,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,690,Meme Maxi,Rep,pandelic,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,690,SGT. JAZZ,Rep,pandelic,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,690,Newsletter Writer,Rep,pandelic,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"2,069",Meme Maxi,Rep,Anand,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"2,069",Photographer,Rep,Anand,,1 month ago,https://seize.io/NachoWeb3
crunch,added,128,Early,Rep,Nomadvr,,1 month ago,https://seize.io/crunch
NachoWeb3,added,"1,069",Meme Maxi,Rep,agnimax,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"1,069",Photographer,Rep,agnimax,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,420,AI Artist,Rep,wintermutegan,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,69,MemeMaxi,Rep,wintermutegan,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,420,Prememer,Rep,wintermutegan,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"5,069",Curator,Rep,NFTLaurent,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,569,Meme Maxi,Rep,NFTLaurent,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,569,OG Meme collector,Rep,NFTLaurent,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,569,M0dest,Rep,NFTLaurent,,1 month ago,https://seize.io/NachoWeb3
crunch,added,256,,CIC,Nomadvr,,1 month ago,https://seize.io/crunch
NachoWeb3,added,569,SGT. REKT,Rep,fertilejim,,1 month ago,https://seize.io/NachoWeb3
nimaleophotos,added,10,Beautiful Soul,Rep,VivianeG,,1 month ago,https://seize.io/nimaleophotos
nimaleophotos,added,10,Positive Vibes,Rep,VivianeG,,1 month ago,https://seize.io/nimaleophotos
NachoWeb3,added,500,Meme Maxi,Rep,fertilejim,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,569,SGT Pepe Maxi,Rep,Vuja_De,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,Meme Maxi,Rep,Vuja_De,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,Meme Maxi,Rep,justanother,,1 month ago,https://seize.io/NachoWeb3
VivianeG,added,10,,CIC,hexum,,1 month ago,https://seize.io/VivianeG
NachoWeb3,added,500,Meme OG,Rep,justanother,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,SGT Pepe Maxi,Rep,MrOlives,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,Meme Maxi,Rep,MrOlives,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,69,SGT Pepe Maxi,Rep,KuntalSinghvi,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,69,Meme Maxi,Rep,KuntalSinghvi,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"6,969",Meme Maxi,Rep,blocknoob,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,Meme Artist,Rep,arsonic,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,SGT PEPE,Rep,arsonic,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,420,Meme Maxi,Rep,SQUARE_PIXEL,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,420,SGT. REP,Rep,SQUARE_PIXEL,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"5,000",MemeMaxi,Rep,Ruskin,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"4,269",Curator,Rep,Ruskin,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"1,000",Meme Maxi,Rep,amtwo,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,Generous,Rep,amtwo,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,500,Trustworthy,Rep,amtwo,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,420,Astro Photographer,Rep,Paul,,1 month ago,https://seize.io/NachoWeb3
NachoWeb3,added,"1,000",MemeMaxi,Rep,Paul,,1 month ago,https://seize.io/NachoWeb3
Mindzeye,added,social media account,,,,,1 month ago,https://seize.io/Mindzeye
nft_lady_007,changed,Banner 2,,,,,1 month ago,https://seize.io/nft_lady_007
nft_lady_007,changed,Banner 1,,,,,1 month ago,https://seize.io/nft_lady_007
TyLekki,added,social media verification post,,,,,1 month ago,https://seize.io/TyLekki
Anyb0dy,added,social media account,,,,,1 month ago,https://seize.io/Anyb0dy
TyLekki,added,social media account,,,,,1 month ago,https://seize.io/TyLekki
TyLekki,removed,social media account,,,,,1 month ago,https://seize.io/TyLekki
TyLekki,added,social media account,,,,,1 month ago,https://seize.io/TyLekki
crunch,added,256,Early,Rep,Saharrococo,,1 month ago,https://seize.io/crunch
TyLekki,added,social media account,,,,,1 month ago,https://seize.io/TyLekki
crunch,added,256,,CIC,Saharrococo,,1 month ago,https://seize.io/crunch
Anyb0dy,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/eeb00459-89d5-4dc2-8f92-5f2c4717dbe2.webp?d=1704817077378,1 month ago,https://seize.io/Anyb0dy
Anyb0dy,added,classification,Pseudonym,,,,1 month ago,https://seize.io/Anyb0dy
Anyb0dy,added,Banner 2,,,,,1 month ago,https://seize.io/Anyb0dy
Anyb0dy,added,primary wallet,,,,,1 month ago,https://seize.io/Anyb0dy
Anyb0dy,created,handle,Anyb0dy,,,,1 month ago,https://seize.io/Anyb0dy
Anyb0dy,added,Banner 1,,,,,1 month ago,https://seize.io/Anyb0dy
TyLekki,added,contact,,,,,1 month ago,https://seize.io/TyLekki
TyLekki,added,contact,,,,,1 month ago,https://seize.io/TyLekki
TyLekki,added,social media account,,,,,1 month ago,https://seize.io/TyLekki
bryanminear,added,500,Fine Art Photographer,Rep,priyanka,,1 month ago,https://seize.io/bryanminear
TyLekki,added,social media account,,,,,1 month ago,https://seize.io/TyLekki
TyLekki,added,social media account,,,,,1 month ago,https://seize.io/TyLekki
bryanminear,added,500,Graphic Designer,Rep,6529er,,1 month ago,https://seize.io/bryanminear
TyLekki,added,"4,200",Meme Maxi,Rep,parachica,,1 month ago,https://seize.io/TyLekki
bryanminear,added,500,Visionary,Rep,punk6529,,1 month ago,https://seize.io/bryanminear
bryanminear,added,500,500,Rep,punk6529,,1 month ago,https://seize.io/bryanminear
Oia,added,690,MemeMaxi,Rep,Zigmarillion,,1 month ago,https://seize.io/Oia
TyLekki,added,"6,969",Code Artist,Rep,cadmonkey,,1 month ago,https://seize.io/TyLekki
TyLekki,added,"4,200",Meme Maxi,Rep,blocknoob,,1 month ago,https://seize.io/TyLekki
TyLekki,added,"1,069",Meme Maxi,Rep,ReadyPereOne,,1 month ago,https://seize.io/TyLekki
bryanminear,added,500,,CIC,priyanka,,1 month ago,https://seize.io/bryanminear
TyLekki,added,"6,969",Freedom to Transact,Rep,intrepid,,1 month ago,https://seize.io/TyLekki
MBStuart,added,11,OG MemeMaxi,Rep,Ruskin,,1 month ago,https://seize.io/MBStuart
MBStuart,added,10,MemeMaxi,Rep,Paul,,1 month ago,https://seize.io/MBStuart
MBStuart,added,10,MemeMaxi,Rep,Zigmarillion,,1 month ago,https://seize.io/MBStuart
MBStuart,added,10,Meme card artist,Rep,FidelEverywhere,,1 month ago,https://seize.io/MBStuart
TyLekki,added,420,Modelo Maxi,Rep,BatSoupYum,,1 month ago,https://seize.io/TyLekki
TyLekki,added,420,Browns Nation,Rep,BatSoupYum,,1 month ago,https://seize.io/TyLekki
TyLekki,added,"6,969",Dawg Pound,Rep,BatSoupYum,,1 month ago,https://seize.io/TyLekki
ricardotakamura,added,10,cool mfer,Rep,caelstavisphoto,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,10,nvde photographer,Rep,vvribeiro,,1 month ago,https://seize.io/ricardotakamura
dealer,added,"6,529",The Means,Rep,Sonia,,1 month ago,https://seize.io/dealer
ricardotakamura,added,10,fashion photographer,Rep,WarleyVenancio,,1 month ago,https://seize.io/ricardotakamura
TyLekki,added,"1,069",TAP specialist,Rep,punk6529,,1 month ago,https://seize.io/TyLekki
TyLekki,added,420,SGT Pepe Maxi,Rep,HugoFaz,,1 month ago,https://seize.io/TyLekki
TyLekki,added,420,Sgt Pepe Whisperer,Rep,HugoFaz,,1 month ago,https://seize.io/TyLekki
TyLekki,added,690,Nude Photographer,Rep,HugoFaz,,1 month ago,https://seize.io/TyLekki
TyLekki,added,"1,069",OG MemeMaxi,Rep,Ruskin,,1 month ago,https://seize.io/TyLekki
TyLekki,added,420,Dad,Rep,RegularDad,,1 month ago,https://seize.io/TyLekki
TyLekki,added,420,Regular,Rep,RegularDad,,1 month ago,https://seize.io/TyLekki
TyLekki,added,420,Solid Dad,Rep,RegularDad,,1 month ago,https://seize.io/TyLekki
TyLekki,added,420,Meme Maxi,Rep,RegularDad,,1 month ago,https://seize.io/TyLekki
RegularDad,added,420,Digital Artist,Rep,DominikG,,1 month ago,https://seize.io/RegularDad
RegularDad,added,420,Meme Artist,Rep,DominikG,,1 month ago,https://seize.io/RegularDad
bryanminear,added,contact,,,,,1 month ago,https://seize.io/bryanminear
bryanminear,added,contact,,,,,1 month ago,https://seize.io/bryanminear
ETH,added,classification,Pseudonym,,,,1 month ago,https://seize.io/ETH
ETH,added,primary wallet,,,,,1 month ago,https://seize.io/ETH
ETH,created,handle,ETH,,,,1 month ago,https://seize.io/ETH
ETH,added,Banner 1,,,,,1 month ago,https://seize.io/ETH
ETH,added,Banner 2,,,,,1 month ago,https://seize.io/ETH
bryanminear,removed,contact,,,,,1 month ago,https://seize.io/bryanminear
bryanminear,added,contact,,,,,1 month ago,https://seize.io/bryanminear
bryanminear,added,contact,,,,,1 month ago,https://seize.io/bryanminear
BTC,changed,classification,Government Name,,,,1 month ago,https://seize.io/BTC
BTC,added,Banner 2,,,,,1 month ago,https://seize.io/BTC
BTC,created,handle,BTC,,,,1 month ago,https://seize.io/BTC
BTC,added,Banner 1,,,,,1 month ago,https://seize.io/BTC
BTC,added,primary wallet,,,,,1 month ago,https://seize.io/BTC
BTC,added,classification,Government Name,,,,1 month ago,https://seize.io/BTC
bryanminear,added,social media account,,,,,1 month ago,https://seize.io/bryanminear
bryanminear,added,social media account,,,,,1 month ago,https://seize.io/bryanminear
nft_lady_007,changed,Banner 1,,,,,1 month ago,https://seize.io/nft_lady_007
nft_lady_007,changed,Banner 1,,,,,1 month ago,https://seize.io/nft_lady_007
Oia,added,690,sgt fam,Rep,KuntalSinghvi,,1 month ago,https://seize.io/Oia
nft_lady_007,changed,Banner 2,,,,,1 month ago,https://seize.io/nft_lady_007
nft_lady_007,changed,Banner 1,,,,,1 month ago,https://seize.io/nft_lady_007
HugoFaz,added,"1,420","Absurdist, whatever this is",Rep,DominikG,,1 month ago,https://seize.io/HugoFaz
HugoFaz,added,690,Fantastic Animator,Rep,DominikG,,1 month ago,https://seize.io/HugoFaz
HugoFaz,added,420,Digital Artist,Rep,DominikG,,1 month ago,https://seize.io/HugoFaz
johndoe8891,added,500,Future memer,Rep,Saharrococo,,1 month ago,https://seize.io/johndoe8891
HugoFaz,added,"1,000",,CIC,DominikG,,1 month ago,https://seize.io/HugoFaz
johndoe8891,added,"10,000",,CIC,Saharrococo,,1 month ago,https://seize.io/johndoe8891
DominikG,added,420,DominikG,Rep,longexposure,,1 month ago,https://seize.io/DominikG
DominikG,added,420,,CIC,pandelic,,1 month ago,https://seize.io/DominikG
DominikG,added,420,DominikG,Rep,pandelic,,1 month ago,https://seize.io/DominikG
Oia,added,690,AI Artist,Rep,wintermutegan,,1 month ago,https://seize.io/Oia
DominikG,added,420,,CIC,FAkee,,1 month ago,https://seize.io/DominikG
Oia,added,690,Meme Artist,Rep,HugoFaz,,1 month ago,https://seize.io/Oia
Oia,added,420,Community Buidler,Rep,Sonia,,1 month ago,https://seize.io/Oia
vvveary,added,contact,,,,,1 month ago,https://seize.io/vvveary
vvveary,added,social media account,,,,,1 month ago,https://seize.io/vvveary
vvveary,added,social media account,,,,,1 month ago,https://seize.io/vvveary
vvveary,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/f7670ef8-8771-4750-b8dd-873fca0367c7.webp?d=1704814215404,1 month ago,https://seize.io/vvveary
vvveary,added,classification,Pseudonym,,,,1 month ago,https://seize.io/vvveary
vvveary,added,Banner 2,,,,,1 month ago,https://seize.io/vvveary
vvveary,added,Banner 1,,,,,1 month ago,https://seize.io/vvveary
vvveary,added,primary wallet,,,,,1 month ago,https://seize.io/vvveary
vvveary,created,handle,vvveary,,,,1 month ago,https://seize.io/vvveary
meysvm,added,69,,CIC,ReadyPereOne,,1 month ago,https://seize.io/meysvm
meysvm,added,69,,CIC,hafftka,,1 month ago,https://seize.io/meysvm
meysvm,added,69,OG of OGs,Rep,hafftka,,1 month ago,https://seize.io/meysvm
zzabegin,changed,Banner 2,,,,,1 month ago,https://seize.io/zzabegin
zzabegin,changed,Banner 1,,,,,1 month ago,https://seize.io/zzabegin
zzabegin,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/1e81e5b3-221a-470a-879f-234b1a2f62e7.webp?d=1704813882702,1 month ago,https://seize.io/zzabegin
zzabegin,added,classification,Government Name,,,,1 month ago,https://seize.io/zzabegin
zzabegin,added,Banner 1,,,,,1 month ago,https://seize.io/zzabegin
zzabegin,created,handle,zzabegin,,,,1 month ago,https://seize.io/zzabegin
zzabegin,added,primary wallet,,,,,1 month ago,https://seize.io/zzabegin
zzabegin,added,Banner 2,,,,,1 month ago,https://seize.io/zzabegin
Burnasso,added,500,,CIC,Saharrococo,,1 month ago,https://seize.io/Burnasso
Burnasso,added,500,Abstract Paintings,Rep,Saharrococo,,1 month ago,https://seize.io/Burnasso
100series,added,420,,CIC,Saharrococo,,1 month ago,https://seize.io/100series
meysvm,added,69,Meme Maxi,Rep,cadmonkey,,1 month ago,https://seize.io/meysvm
meysvm,added,69,,CIC,cadmonkey,,1 month ago,https://seize.io/meysvm
TyLekki,changed,classification,Government Name,,,,1 month ago,https://seize.io/TyLekki
meysvm,added,69,Meme Maxi,Rep,DominikG,,1 month ago,https://seize.io/meysvm
meysvm,added,69,,CIC,DominikG,,1 month ago,https://seize.io/meysvm
TyLekki,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/26.WEBP,1 month ago,https://seize.io/TyLekki
pandelic,added,690,Meme OG,Rep,Lawyered,,1 month ago,https://seize.io/pandelic
pandelic,added,690,Meme Maxi,Rep,Lawyered,,1 month ago,https://seize.io/pandelic
meysvm,added,69,,CIC,TheMeans,,1 month ago,https://seize.io/meysvm
meysvm,added,69,Meme Maxi,Rep,TheMeans,,1 month ago,https://seize.io/meysvm
pandelic,added,690,SGT Pepe Maxi,Rep,Paul,,1 month ago,https://seize.io/pandelic
pandelic,added,690,SGT. GALAXY,Rep,Paul,,1 month ago,https://seize.io/pandelic
pandelic,added,690,Meme Maxi,Rep,DominikG,,1 month ago,https://seize.io/pandelic
pandelic,added,690,Meme Artist,Rep,DominikG,,1 month ago,https://seize.io/pandelic
compez,added,contact,,,,,1 month ago,https://seize.io/compez
compez,removed,contact,,,,,1 month ago,https://seize.io/compez
liegemuller,added,Banner 2,,,,,1 month ago,https://seize.io/liegemuller
liegemuller,created,handle,liegemuller,,,,1 month ago,https://seize.io/liegemuller
liegemuller,added,Banner 1,,,,,1 month ago,https://seize.io/liegemuller
liegemuller,added,classification,Government Name,,,,1 month ago,https://seize.io/liegemuller
liegemuller,added,primary wallet,,,,,1 month ago,https://seize.io/liegemuller
longexposure,added,"1,069",Meme Artist,Rep,DominikG,,1 month ago,https://seize.io/longexposure
ReadyPereOne,added,69,PaidRep,Rep,Lawyered,,1 month ago,https://seize.io/ReadyPereOne
justanother,added,500,,CIC,ReneeCampbell,,1 month ago,https://seize.io/justanother
Mindzeye,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/54.WEBP,1 month ago,https://seize.io/Mindzeye
justanother,added,500,Photographer,Rep,ReneeCampbell,,1 month ago,https://seize.io/justanother
Mindzeye,created,handle,Mindzeye,,,,1 month ago,https://seize.io/Mindzeye
Mindzeye,added,Banner 2,,,,,1 month ago,https://seize.io/Mindzeye
Mindzeye,added,Banner 1,,,,,1 month ago,https://seize.io/Mindzeye
Mindzeye,added,classification,Pseudonym,,,,1 month ago,https://seize.io/Mindzeye
Mindzeye,added,primary wallet,,,,,1 month ago,https://seize.io/Mindzeye
DominikG,added,420,,CIC,Decolife,,1 month ago,https://seize.io/DominikG
xkiss,changed,Banner 2,,,,,1 month ago,https://seize.io/xkiss
xkiss,changed,Banner 1,,,,,1 month ago,https://seize.io/xkiss
xkiss,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/c7d452ce-34ee-481b-9182-21782b67cf74.webp?d=1704810115306,1 month ago,https://seize.io/xkiss
xkiss,added,classification,Pseudonym,,,,1 month ago,https://seize.io/xkiss
xkiss,added,Banner 1,,,,,1 month ago,https://seize.io/xkiss
xkiss,added,Banner 2,,,,,1 month ago,https://seize.io/xkiss
xkiss,created,handle,xkiss,,,,1 month ago,https://seize.io/xkiss
xkiss,added,primary wallet,,,,,1 month ago,https://seize.io/xkiss
johndoe8891,added,"3,000",Meme Maxi,Rep,agnimax,,1 month ago,https://seize.io/johndoe8891
MBStuart,added,10,Digital Artist,Rep,NZBR,,1 month ago,https://seize.io/MBStuart
DominikG,added,"1,069",DominikG,Rep,Bastien,,1 month ago,https://seize.io/DominikG
DominikG,added,420,,CIC,Bastien,,1 month ago,https://seize.io/DominikG
MBStuart,added,10,Discord Legend,Rep,maybe,,1 month ago,https://seize.io/MBStuart
MBStuart,added,10,Fine Art Photographer,Rep,JoseRamos,,1 month ago,https://seize.io/MBStuart
MBStuart,added,10,Artist,Rep,Decolife,,1 month ago,https://seize.io/MBStuart
MBStuart,added,42,Adventure Photographer,Rep,intrepid,,1 month ago,https://seize.io/MBStuart
100series,added,320,,CIC,HugoFaz,,1 month ago,https://seize.io/100series
100series,added,420,Meme Artist,Rep,HugoFaz,,1 month ago,https://seize.io/100series
100series,added,420,Meme Maxi,Rep,HugoFaz,,1 month ago,https://seize.io/100series
100series,added,420,Meme Maxi,Rep,klepikovadaria,,1 month ago,https://seize.io/100series
MBStuart,added,42,Photographer,Rep,TonySellen,,1 month ago,https://seize.io/MBStuart
100series,added,420,Meme Artist,Rep,klepikovadaria,,1 month ago,https://seize.io/100series
100series,added,420,,CIC,klepikovadaria,,1 month ago,https://seize.io/100series
100series,added,420,,CIC,VivianeG,,1 month ago,https://seize.io/100series
ricardotakamura,added,10,,CIC,Tiago420art,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,10,,CIC,WarleyVenancio,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,3,,CIC,vvribeiro,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,3,,CIC,caelstavisphoto,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,3,,CIC,fercaggiano,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,10,,CIC,thephilosopher,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,3,Your Majesty,Rep,fercaggiano,,1 month ago,https://seize.io/ricardotakamura
ricardotakamura,added,10,metaverse lord,Rep,thephilosopher,,1 month ago,https://seize.io/ricardotakamura
prxt0,added,"1,000",,CIC,VivianeG,,1 month ago,https://seize.io/prxt0
fercaggiano,added,10,metaverse lord,Rep,thephilosopher,,1 month ago,https://seize.io/fercaggiano
fercaggiano,added,10,,CIC,thephilosopher,,1 month ago,https://seize.io/fercaggiano
fercaggiano,added,10,fashion photographer,Rep,WarleyVenancio,,1 month ago,https://seize.io/fercaggiano
thephilosopher,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/fc04f57c-94c1-4488-a32c-d32bc3ba894f.webp?d=1704808567797,1 month ago,https://seize.io/thephilosopher
fercaggiano,added,10,,CIC,WarleyVenancio,,1 month ago,https://seize.io/fercaggiano
fercaggiano,added,10,cool mfer,Rep,caelstavisphoto,,1 month ago,https://seize.io/fercaggiano
thephilosopher,added,social media account,,,,,1 month ago,https://seize.io/thephilosopher
klepikovadaria,added,"4,200",Discord Legend,Rep,maybe,,1 month ago,https://seize.io/klepikovadaria
fercaggiano,added,10,,CIC,caelstavisphoto,,1 month ago,https://seize.io/fercaggiano
fercaggiano,added,10,nvde photographer,Rep,vvribeiro,,1 month ago,https://seize.io/fercaggiano
fercaggiano,added,10,,CIC,vvribeiro,,1 month ago,https://seize.io/fercaggiano
Tiago420art,added,classification,Pseudonym,,,,1 month ago,https://seize.io/Tiago420art
Tiago420art,added,Banner 2,,,,,1 month ago,https://seize.io/Tiago420art
Tiago420art,added,primary wallet,,,,,1 month ago,https://seize.io/Tiago420art
Tiago420art,created,handle,Tiago420art,,,,1 month ago,https://seize.io/Tiago420art
Tiago420art,added,Banner 1,,,,,1 month ago,https://seize.io/Tiago420art
Bastien,changed,Banner 1,,,,,1 month ago,https://seize.io/Bastien
Bastien,changed,Banner 2,,,,,1 month ago,https://seize.io/Bastien
fercaggiano,added,7,,CIC,ricardotakamura,,1 month ago,https://seize.io/fercaggiano
Bastien,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/141.WEBP,1 month ago,https://seize.io/Bastien
Bastien,added,Banner 1,,,,,1 month ago,https://seize.io/Bastien
Bastien,added,Banner 2,,,,,1 month ago,https://seize.io/Bastien
Bastien,added,primary wallet,,,,,1 month ago,https://seize.io/Bastien
Bastien,added,classification,Pseudonym,,,,1 month ago,https://seize.io/Bastien
Bastien,created,handle,Bastien,,,,1 month ago,https://seize.io/Bastien
fercaggiano,added,7,night photography master,Rep,ricardotakamura,,1 month ago,https://seize.io/fercaggiano
DominikG,added,420,D to the G,Rep,prxt0,,1 month ago,https://seize.io/DominikG
DominikG,added,420,,CIC,prxt0,,1 month ago,https://seize.io/DominikG
DominikG,added,420,D to the G,Rep,SQUARE_PIXEL,,1 month ago,https://seize.io/DominikG
DominikG,added,420,,CIC,SQUARE_PIXEL,,1 month ago,https://seize.io/DominikG
DominikG,added,420,,CIC,RegularDad,,1 month ago,https://seize.io/DominikG
DominikG,added,420,D to the G,Rep,DrCrypto,,1 month ago,https://seize.io/DominikG
DominikG,added,420,,CIC,DrCrypto,,1 month ago,https://seize.io/DominikG
DominikG,added,420,420,Rep,punk6529,,1 month ago,https://seize.io/DominikG
WarleyVenancio,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/pfp/production/AUTOx50/4a135814-1790-49b5-ab66-39e727c33243.webp?d=1704806353789,1 month ago,https://seize.io/WarleyVenancio
WarleyVenancio,added,Banner 2,,,,,1 month ago,https://seize.io/WarleyVenancio
WarleyVenancio,added,primary wallet,,,,,1 month ago,https://seize.io/WarleyVenancio
WarleyVenancio,created,handle,WarleyVenancio,,,,1 month ago,https://seize.io/WarleyVenancio
WarleyVenancio,added,classification,Organization,,,,1 month ago,https://seize.io/WarleyVenancio
WarleyVenancio,added,Banner 1,,,,,1 month ago,https://seize.io/WarleyVenancio
cadmonkey,added,"3,333",Meme Maxi,Rep,gmmoney,,1 month ago,https://seize.io/cadmonkey
cadmonkey,reduced,"2,000",2000,Rep,gmmoney,,1 month ago,https://seize.io/cadmonkey
Zar,added,contact,,,,,1 month ago,https://seize.io/Zar
Zar,added,contact,,,,,1 month ago,https://seize.io/Zar
Zar,added,social media account,,,,,1 month ago,https://seize.io/Zar
Zar,changed,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/3.WEBP,1 month ago,https://seize.io/Zar
longexposure,added,"1,069",Complainnnoooorrr,Rep,ArtWard3n,,1 month ago,https://seize.io/longexposure
longexposure,added,420,MINTED Book Neighbor,Rep,ArtWard3n,,1 month ago,https://seize.io/longexposure
ivault,changed,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/1.WEBP,1 month ago,https://seize.io/ivault
HugoFaz,added,"1,420",AI Artist,Rep,NZBR,,1 month ago,https://seize.io/HugoFaz
ivault,added,profile picture,,,,https://d3lqz0a4bldqgf.cloudfront.net/images/scaled_x450/0x33FD426905F149f8376e227d0C9D3340AaD17aF1/1.WEBP,1 month ago,https://seize.io/ivault
ivault,added,Banner 1,,,,,1 month ago,https://seize.io/ivault
ivault,created,handle,ivault,,,,1 month ago,https://seize.io/ivault
ivault,added,classification,Parody,,,,1 month ago,https://seize.io/ivault
ivault,added,primary wallet,,,,,1 month ago,https://seize.io/ivault
ivault,added,Banner 2,,,,,1 month ago,https://seize.io/ivault
HugoFaz,added,"3,000",,CIC,NZBR,,1 month ago,https://seize.io/HugoFaz
disemino,added,contact,,,,,1 month ago,https://seize.io/disemino
disemino,removed,contact,,,,,1 month ago,https://seize.io/disemino
disemino,added,contact,,,,,1 month ago,https://seize.io/disemino
disemino,added,contact,,,,,1 month ago,https://seize.io/disemino
disemino,added,contact,,,,,1 month ago,https://seize.io/disemino
disemino,added,contact,,,,,1 month ago,https://seize.io/disemino
disemino,added,social media account,,,,,1 month ago,https://seize.io/disemino
disemino,added,social media account,,,,,1 month ago,https://seize.io/disemino
disemino,changed,Banner 1,,,,,1 month ago,https://seize.io/disemino
disemino,changed,Banner 2,,,,,1 month ago,https://seize.io/disemino
